customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,customer
20096.89337,92766,71,17,15,0,2,379.029102,67471
5568.947534,0,79,21,53,1,7,407.440238,45309
51426.24815,84650,185,13,39,3,2,660.474274,58807
8079.833042,13050,102,1,77,0,6,734.4,58204
2674.730716,56342,69,12,89,0,1,331.2,35954
12421.86213,58781,106,31,37,0,2,502.46107,70106
2311.118403,0,68,0,45,0,1,489.6,20992
10255.80275,0,102,17,77,0,2,734.4,44724
22103.5072,0,102,35,48,0,2,489.6,96349
2962.982516,71809,74,14,3,0,1,78.248458,82031
5764.862315,40238,73,17,88,1,9,350.4,86106
4700.421406,0,70,2,33,0,9,504.0,82448
4669.22664,76157,116,15,80,0,1,556.8,97125
5384.015304,30514,72,3,87,2,6,154.049617,18234
7505.768149,44485,62,5,74,0,2,79.893853,53118
10551.1476,50941,69,17,46,0,2,331.2,94928
25900.19716,53105,110,6,65,0,2,365.361427,94329
51016.06704,25167,140,3,76,0,2,422.494292,64678
3575.04124,30244,92,11,72,0,1,383.110633,11308
11638.89947,25370,102,10,77,0,2,489.6,46685
14050.17358,0,73,8,71,1,2,350.4,69036
2379.825871,69202,61,33,12,0,1,292.8,83308
5460.373249,31530,69,24,47,1,3,331.2,33494
6269.592055,61040,78,21,9,0,9,391.942636,61054
8709.847614,85185,107,26,91,0,5,166.502804,77448
5024.777578,78772,62,9,47,0,8,86.274545,10489
12515.18061,0,63,35,15,0,2,577.57549,32647
22325.82746,99241,70,22,27,0,2,48.304125,17198
3059.056323,0,83,29,52,0,1,197.498882,79317
6698.974274,21114,180,7,59,0,1,864.0,49043
5479.555081,56005,68,31,30,1,3,326.4,82075
2472.469209,63860,62,26,81,0,1,208.598246,24592
58207.12842,29295,219,25,50,0,2,1328.839129,89906
3430.316936,54339,86,10,52,0,1,10.478305,71478
2396.219292,0,66,6,71,2,1,433.160284,15781
5964.345179,98078,73,5,79,0,6,418.689402,71375
2605.599527,20592,71,15,81,1,1,195.153339,95802
4758.19231,72805,62,13,34,4,3,365.466805,16824
5154.051492,55645,129,23,33,0,1,619.2,17363
2805.176489,98859,70,3,57,0,1,504.0,66277
4250.282624,0,61,17,1,1,7,292.8,67699
7247.736708,23541,62,12,38,0,2,98.923871,92080
5008.789971,0,73,4,0,0,8,350.4,57225
5821.787383,60087,74,21,23,0,3,355.2,53473
18898.32653,0,132,23,33,0,2,1405.292809,50227
4756.913057,48938,121,23,20,0,1,580.8,45756
8083.917906,31506,102,23,50,0,8,601.074585,71190
7417.406267,67454,185,3,71,0,1,1332.0,53393
2538.62632,18608,71,13,24,0,1,340.8,35068
2432.958093,28519,61,9,94,0,1,111.865326,71857
4170.687348,29462,107,28,23,1,1,513.6,19360
2489.662064,0,74,3,64,0,1,532.8,70340
3758.950734,58300,94,25,55,0,1,24.04838,34043
42389.00791,82554,132,6,15,0,2,154.749492,88033
29830.38714,0,102,10,85,0,2,489.6,46572
26134.90739,0,111,1,72,0,2,673.262794,94367
2453.570794,29735,69,3,92,0,1,331.2,83989
2855.925747,50738,71,11,48,0,1,344.470631,80705
5771.610372,65709,72,33,77,0,3,12.945127,51200
8098.51111,0,123,22,25,0,6,885.6,65163
3432.961074,0,95,16,28,0,1,456.0,32891
9408.343519,0,85,11,27,0,2,408.0,29281
5595.971365,19651,72,3,68,0,5,345.6,18731
7260.833833,0,72,18,25,0,2,744.026708,32550
13438.04189,69693,112,34,62,1,2,537.6,91823
7324.285428,0,104,10,74,0,7,1114.092784,11096
2357.801509,0,65,5,59,1,1,294.502382,13998
2671.295549,45525,66,1,41,0,1,316.8,35753
2938.814981,96765,72,28,61,0,1,216.01091,74249
4911.002585,32903,64,4,41,3,3,98.33116,43756
5498.940679,22520,73,17,64,0,3,350.4,61928
4757.242856,67486,118,3,26,0,1,529.493769,59560
2926.886293,92381,72,24,27,0,1,234.774747,99444
8509.850887,26057,74,3,63,0,2,523.888845,25129
9928.986032,75716,247,2,32,0,1,562.088587,57848
10089.79095,63657,128,1,26,0,7,614.4,27518
5073.282126,57709,125,10,26,0,1,600.0,95670
16301.9676,19614,85,21,32,0,2,574.024018,53830
3360.269641,75216,84,23,39,1,1,65.803328,30169
7907.133288,24666,101,32,51,0,3,151.835574,41449
28328.46548,20799,111,20,28,0,2,388.995233,21882
4467.705159,0,64,10,34,0,4,307.2,14955
9035.671134,34337,113,20,44,0,9,542.4,60749
5364.469352,53562,135,24,35,0,1,589.628918,81005
2706.606128,22664,73,0,8,0,1,350.4,88200
6167.854162,27289,158,4,78,2,1,758.4,72561
2476.046413,54831,61,7,45,0,1,136.2171,95586
3056.990764,78310,76,4,24,0,1,364.8,44800
5217.513287,39854,66,6,4,0,7,261.930545,46260
6744.190752,0,90,3,74,0,4,547.912576,68437
15739.92367,48096,131,10,3,0,2,450.090267,50897
7153.671737,59522,89,0,8,0,3,427.2,83514
8263.482214,0,79,11,45,1,2,46.464625,43540
3142.739611,43285,83,35,77,0,1,265.742679,22499
2691.596929,33104,70,10,23,1,1,336.0,84736
2500.837384,56172,64,0,74,0,1,307.2,21305
3728.873486,83632,94,7,86,4,1,216.839496,96284
2937.165583,0,81,16,69,0,1,388.8,96816
10391.78109,81439,90,25,40,1,2,108.118855,20173
2994.351694,55911,74,7,40,0,1,187.934331,73059
14203.6226,90456,71,26,40,0,2,165.057816,38655
4490.549093,0,64,13,11,0,3,254.404622,12691
10963.95723,55687,276,33,91,0,1,1324.8,60700
3508.569533,20978,98,19,96,1,1,1176.2788,21509
4942.873707,82093,62,17,3,0,3,266.932542,76453
6218.662593,51944,156,12,96,0,1,748.8,63915
6156.363979,78824,77,10,12,0,6,267.699403,30333
21423.63723,0,65,9,31,0,2,312.0,42963
5926.729379,23091,96,28,90,5,5,460.8,89553
10295.46521,24723,129,20,0,0,5,619.2,76322
2710.811423,31998,69,31,70,0,1,331.2,48093
3363.004143,80138,83,3,33,0,1,209.427344,34555
3122.984111,72916,80,25,72,0,1,384.0,63095
6220.765007,0,65,5,63,2,2,468.0,69038
3455.17183,0,91,16,63,0,1,681.038959,98684
11855.13545,0,170,10,74,0,5,1227.491941,85306
7163.796624,44527,94,20,91,2,5,286.960016,14479
3157.551595,46655,82,27,20,0,1,336.892624,71702
8336.08382,0,67,10,50,2,2,445.265108,69263
5809.261551,26975,73,14,59,0,5,548.333667,25145
10016.28847,62900,62,3,12,0,2,83.897335,94282
4914.731004,14232,64,13,1,0,5,307.2,18598
2750.540853,34200,70,27,15,0,1,167.295936,40009
5677.309793,0,77,13,57,0,9,369.6,87011
2393.1169,22981,69,30,8,0,1,16.80116,40672
8126.766397,14616,107,22,73,0,3,513.6,92587
2774.799523,0,74,4,30,0,1,355.2,95100
4300.901435,88590,107,0,57,0,1,41.721538,56675
5221.14469,60445,65,8,53,0,8,279.450351,28233
12383.5306,40602,105,14,84,0,2,459.895876,76003
7680.748159,66795,64,14,71,0,2,238.032027,90882
4014.453113,37384,99,9,17,0,1,475.2,71189
4250.282624,0,61,17,1,1,7,292.8,85673
4624.557568,28264,61,22,12,4,6,167.889924,19156
27789.69235,33806,89,32,59,0,2,395.729716,43428
7345.897176,79980,91,22,75,0,3,629.82071,53911
5323.866117,64706,135,0,30,0,1,77.129691,73480
4426.096934,29660,112,29,71,0,1,334.133949,58444
6852.36423,26313,87,6,77,0,7,417.6,15498
3534.337809,19861,93,27,21,0,1,446.4,71094
4349.30875,75648,108,28,10,0,1,112.660916,99818
29676.81386,33992,194,15,46,1,2,931.2,24655
24238.66071,0,109,19,49,2,2,784.8,98947
11638.89947,25370,102,10,77,0,2,489.6,94523
13559.39395,98036,113,18,92,0,2,662.444819,59338
4282.947971,40864,109,16,70,1,1,166.937747,36386
9144.856285,21150,116,8,1,0,4,833.417104,63794
7434.270631,49057,63,16,52,0,2,29.618152,36128
6159.011684,97658,76,7,82,1,3,364.8,53304
3883.398053,0,109,10,70,0,1,765.906271,76577
10622.51656,25634,67,12,53,0,2,144.728404,81480
5257.241485,56154,67,6,26,0,4,386.160674,88237
4881.394894,90892,61,1,31,0,6,102.322529,64984
13197.92893,0,68,19,2,3,2,326.4,45203
5334.183231,72960,68,11,17,1,5,143.535826,42353
4965.491316,0,73,4,71,1,8,525.6,46166
5470.060561,54507,138,20,11,0,1,702.990032,36374
3713.790822,81190,92,9,87,0,1,356.563616,76229
2894.583582,28204,73,6,12,0,1,486.987555,65365
1940.981221,0,66,5,40,3,1,475.2,84293
2647.204207,26441,66,32,20,0,1,210.641776,97446
5461.967787,42650,69,10,92,0,5,35.565605,48223
2661.82351,29195,68,2,46,0,1,448.181396,42614
2397.036098,22283,65,16,93,0,1,572.072106,56389
4567.874448,15383,61,10,36,0,4,292.8,19833
5534.569714,16101,74,16,10,0,3,437.608909,12347
6057.07208,27681,83,13,62,0,9,398.4,63160
10656.88195,72540,88,7,3,0,2,631.743039,49919
13798.47871,42780,181,11,43,2,5,868.8,38171
18060.47947,57882,115,1,61,0,2,552.0,42108
2690.477161,60060,67,24,12,0,1,320.629479,86692
7409.083969,61160,96,2,71,0,3,354.530239,15967
4991.535369,93416,62,5,16,0,6,246.249051,56071
4434.028141,83220,110,9,42,0,1,528.0,47910
14748.92373,31226,93,31,68,0,2,446.4,80935
4916.373221,66982,121,12,13,0,1,871.2,84892
12495.73971,0,61,32,85,0,2,292.8,93301
12877.7765,0,117,8,89,0,2,561.6,63647
6775.924167,27354,86,2,13,1,7,412.8,79712
7540.911474,61726,96,33,30,2,4,689.507724,59257
5989.773931,66839,154,33,24,0,1,739.2,84824
9171.000967,60433,77,0,64,0,2,369.6,68364
21528.56723,11538,82,35,22,0,2,393.6,25142
2675.569927,67837,69,19,17,4,1,430.477436,84481
9246.223462,40032,118,1,50,2,7,717.763724,77365
4860.580033,41126,61,28,89,0,8,199.281404,46875
2471.145145,65176,62,24,32,0,1,297.6,46181
2760.954751,34717,70,7,33,2,1,336.0,41574
4270.034394,0,122,27,2,0,1,725.870693,16395
3136.082008,0,89,15,83,0,1,640.8,82971
7755.209719,0,110,7,90,0,5,528.0,17276
4927.707574,0,67,29,40,0,9,132.443705,27665
6661.744145,0,95,6,99,0,5,456.0,75043
6529.911496,44379,83,10,12,1,8,398.4,78622
3293.245706,0,94,3,40,0,1,676.8,24825
5154.764074,82730,127,13,31,0,1,442.521087,93801
5597.12496,37995,139,16,50,0,1,667.2,36749
20766.66918,0,73,9,28,2,2,350.4,33473
5423.136755,85018,68,22,54,3,6,62.837764,96412
5553.362689,0,89,1,84,1,4,640.8,74833
5504.139033,0,73,18,45,0,5,350.4,36394
12663.99057,72109,105,31,34,0,2,504.0,50922
5548.031892,67798,69,1,78,0,9,331.2,23882
4389.945709,0,118,10,69,1,1,670.656551,62357
2604.84712,0,74,19,50,0,1,532.8,74433
2918.576189,80714,72,18,12,0,1,345.6,19394
2487.649473,38667,63,9,21,0,1,293.070538,91207
9082.833891,34430,117,16,51,0,8,232.875794,46987
5557.934118,83576,69,35,72,0,5,331.2,34332
5107.163002,35625,65,10,56,1,3,288.572108,26642
5570.21583,85718,139,4,98,1,1,540.173933,36281
5595.389905,74454,71,25,29,0,3,340.8,47878
11243.90285,66146,96,2,38,0,2,250.697824,53255
6113.869984,0,88,18,7,0,5,1034.799615,65644
5271.372558,13215,74,30,17,1,3,443.772927,76597
2746.921502,62302,70,7,7,0,1,504.0,80235
4729.970205,0,124,13,31,0,1,630.85509,24232
8879.790017,52583,113,12,59,0,7,528.20086,78730
3106.48254,22076,85,30,53,0,1,422.765363,40615
5860.16743,94527,73,16,32,0,3,41.464402,24392
9035.671134,34337,113,20,44,0,9,542.4,81826
7256.576235,29053,181,34,52,0,1,404.95431,99750
14428.86926,0,68,2,82,0,2,326.4,82396
2787.501453,62506,69,3,90,0,1,331.2,68319
4845.002948,0,65,7,14,0,6,129.165554,12987
5460.315095,45404,70,13,11,2,6,266.144648,71467
26511.60445,28773,229,14,72,0,2,1099.2,95939
3141.333694,24019,79,14,27,0,1,47.22861,71474
2545.056879,0,71,6,65,0,1,340.8,76039
8355.958185,23666,104,7,76,0,9,499.2,16472
3837.492458,36794,99,0,75,0,1,712.8,43444
2534.990075,25163,67,32,18,0,1,321.6,11566
5762.472144,66156,72,11,66,0,6,345.6,98365
15936.5764,0,76,7,84,0,2,364.8,67787
12552.64705,10147,67,15,52,0,2,459.276664,83004
2352.3679,0,64,4,61,0,1,381.062306,77470
4935.642812,95765,61,14,80,0,3,352.089317,47826
5356.137712,60752,67,4,19,0,7,414.106436,39783
3740.404374,0,104,27,13,1,1,499.2,96178
2489.387507,31058,67,5,19,5,1,309.424708,41809
7188.292633,13542,94,5,35,0,8,451.2,86150
35022.45478,25270,99,34,87,0,2,712.8,33877
2661.729688,24152,72,17,28,2,1,345.6,15028
12200.78537,60282,102,23,87,0,2,120.083224,11250
29006.67071,40252,104,12,60,0,2,499.2,61728
3873.647046,28142,105,18,50,0,1,701.708239,39046
2471.528431,95697,61,16,55,0,1,114.273025,52406
2688.860687,89771,67,10,9,2,1,104.123179,30179
2551.226692,79751,63,15,67,0,1,392.235698,58171
4949.525372,0,69,27,56,0,7,331.2,58346
6143.898219,45032,77,13,35,0,3,36.818178,76536
8837.334639,62277,113,9,68,0,8,249.799752,69319
9517.07801,0,87,13,76,0,2,417.6,66142
2879.63179,40525,73,3,27,0,1,123.790553,97958
2805.098562,26004,70,12,3,0,1,336.0,58599
6045.625114,82399,77,18,15,3,9,31.668965,35090
5246.278375,28909,66,15,66,0,8,456.702735,85835
4772.931526,15323,128,30,61,0,1,614.4,67680
3867.965986,79628,98,6,4,0,1,470.4,21918
3383.445647,0,97,23,38,0,1,698.4,92089
9521.222806,27769,121,24,78,0,6,123.15416,59197
7614.669735,16707,102,9,74,0,8,1106.913309,14418
11308.47178,0,66,4,83,0,2,316.8,60335
3350.687339,94395,83,23,1,0,1,582.690575,87947
2683.492593,84895,67,24,19,0,1,321.6,88734
42561.63183,66661,119,23,41,0,2,571.2,72633
2086.610957,0,62,26,30,0,1,446.4,94891
4868.807554,31447,121,12,16,0,1,580.8,75717
5021.150845,61987,125,24,4,0,1,723.301363,16015
3671.818326,42460,91,28,42,0,1,347.47509,68182
5253.487908,12811,150,27,0,2,1,720.0,64930
12036.62051,44428,104,17,61,0,2,499.2,82316
3508.92537,0,97,19,18,0,1,698.4,61209
3818.468252,25221,103,10,41,5,1,616.005527,26484
2570.433324,44940,65,1,67,0,1,284.492531,21434
2846.171869,39192,71,7,11,0,1,352.791394,74755
7292.397562,0,68,6,50,0,2,415.986454,13886
10581.275,42513,133,0,44,0,3,628.207511,42446
23144.1327,59821,193,12,6,0,2,1389.6,16377
4605.036646,22571,63,29,51,0,9,302.4,46475
3939.00637,60021,99,12,28,0,1,882.871945,60335
8104.43256,58172,67,8,62,0,2,141.532926,69055
4165.252177,58299,105,24,22,1,1,504.0,96075
14065.30235,25275,61,5,80,0,2,214.247114,55112
21991.61598,80807,109,1,73,0,2,132.139111,18907
7590.913301,52348,65,33,18,1,2,312.0,49679
8018.503854,58843,68,1,96,0,2,200.490816,39646
3554.845264,58557,88,4,83,0,1,55.510526,66860
3945.588049,0,105,2,54,0,1,933.212749,14593
2915.614781,86599,73,32,89,0,1,350.4,34904
5554.826011,52984,69,12,81,0,5,167.667603,15434
5329.128301,0,72,18,39,0,4,345.6,12436
5502.726803,0,72,33,39,0,7,345.6,93234
7606.70898,47778,96,2,81,0,7,173.80879,20220
27789.69235,33806,89,32,59,0,2,395.729716,98783
5971.313496,52018,78,17,37,3,7,374.4,71192
2248.449633,24910,63,7,63,1,1,347.857619,84153
10745.97948,39135,91,8,56,0,2,436.8,75468
7223.689647,0,97,31,58,0,3,465.6,75671
9384.475767,0,133,7,42,0,4,957.6,80331
5709.225202,0,78,32,66,0,5,410.409376,78391
4983.897914,28726,65,13,88,0,3,468.0,76366
13561.4335,0,122,9,48,0,2,585.6,35022
7218.375778,45356,90,31,30,0,3,462.043003,17304
5160.251878,87050,129,1,75,0,1,619.2,56037
13115.40751,20705,171,8,12,1,3,237.264543,74908
29874.74493,52651,94,34,20,0,2,451.2,93217
20237.15039,55270,63,35,67,0,2,302.4,48955
2580.849899,46900,66,13,59,0,1,316.8,76604
39561.07502,60500,110,27,92,0,2,770.475631,52009
8186.095915,43877,102,26,77,0,4,414.713588,66510
4767.687852,0,72,2,12,0,9,345.6,46585
8474.634723,58488,73,29,15,2,2,350.4,42960
4723.449803,29193,61,0,47,3,9,292.8,28839
10484.91535,61108,89,22,93,0,2,49.451117,41855
3304.758268,23931,95,4,24,0,1,456.0,53326
5002.093264,0,70,35,56,0,3,504.0,59933
7607.001877,0,104,3,62,0,3,638.414994,37855
2802.621642,34628,71,21,31,0,1,132.517983,89069
7455.361568,74089,94,13,89,2,7,648.690215,40551
21766.83059,0,290,11,18,0,5,1550.596808,47424
7316.650059,30493,62,15,56,1,2,108.09413,68331
7443.83286,89285,93,17,11,0,4,243.547316,76661
3086.722253,92147,77,25,27,2,1,278.4815,94209
6727.617003,39428,84,19,80,2,8,72.32926,38134
20266.49877,21542,103,18,37,0,2,494.4,72305
5264.642009,0,72,30,26,0,8,135.888306,26558
8564.772996,23506,113,0,27,0,9,813.6,20264
8086.011196,70811,100,14,8,0,7,141.654965,85340
4705.589393,0,78,21,23,3,3,555.457674,64443
4273.587765,82214,106,11,19,1,1,239.143671,45848
5908.7518,71401,73,15,82,0,3,287.332253,13233
41787.90343,46587,119,34,74,2,2,571.2,35630
10633.50496,80046,132,4,42,0,4,260.627146,55271
5450.573438,76389,68,5,86,0,7,262.00129,47031
7035.763363,77235,87,2,68,0,5,310.160362,55850
8203.221246,38595,74,5,42,3,2,415.550209,94176
8714.922135,0,118,14,64,0,4,566.4,87718
3352.943699,55359,83,28,73,0,1,303.331178,40371
5017.851448,79814,62,18,50,0,3,31.553152,92660
2753.159194,75277,70,2,48,3,1,459.743736,51792
2619.337376,78618,66,7,56,0,1,225.578841,73502
4867.378203,20123,63,7,47,0,3,302.4,81905
3061.799398,88362,78,9,63,0,1,452.599718,44132
3545.413177,0,116,23,14,3,1,835.2,29010
3259.885006,52782,85,20,61,4,1,541.093963,72445
5095.439821,0,137,19,30,0,1,452.295175,53244
2397.036098,22283,65,16,93,0,1,572.072106,57466
7427.501786,28848,96,22,54,0,7,450.596865,86635
2510.633216,0,64,24,1,0,1,437.184112,51330
2637.602689,54378,66,16,30,0,1,316.8,44380
4969.35768,21827,67,18,53,0,8,321.6,66117
34611.37896,20090,109,10,59,0,2,523.2,86744
11618.55713,27750,297,28,25,1,1,1425.6,35222
4762.591249,57135,61,25,47,0,8,156.921247,92694
4879.442929,58580,61,5,53,0,3,292.8,88338
4330.38602,60475,107,9,18,0,1,513.6,61339
9095.049868,37937,116,11,42,0,5,556.8,45327
5524.310373,70360,69,0,66,0,8,331.2,26849
11836.29699,0,119,9,74,0,2,856.8,16391
2588.080213,47509,66,28,73,0,1,93.128128,44284
7176.591051,27071,183,1,85,0,1,878.4,14566
27890.0576,46546,99,9,64,0,2,319.105565,50003
7280.300642,32627,67,14,53,4,2,54.628741,87075
2152.081322,0,65,8,50,0,1,460.379966,46560
4334.210791,0,116,6,87,0,1,1065.617464,79570
8630.696198,0,122,19,72,2,3,585.6,78342
4766.940473,29177,64,5,20,2,5,307.2,19879
10439.49667,88233,88,32,22,0,2,253.056709,98498
3747.060981,0,107,17,81,0,1,549.986128,42517
6617.139741,0,195,20,61,0,1,1404.0,82946
3821.819872,79189,95,20,50,0,1,50.171541,61396
2863.04871,41077,71,3,14,0,1,82.415457,56260
9420.965855,47048,118,0,37,0,3,566.4,45660
8767.626534,45484,111,31,28,0,8,532.8,50058
4571.610619,79453,115,11,47,0,1,242.099049,61775
14514.00519,88753,181,6,21,0,3,868.8,67684
2588.435037,0,74,7,63,0,1,851.022089,77998
6243.089247,73945,78,21,76,0,8,330.872532,96333
2719.506996,14030,72,11,3,0,1,345.6,58541
2719.260911,81799,68,23,97,0,1,326.4,68250
4803.777507,23634,62,4,25,0,9,440.189611,19780
2856.948797,0,78,26,14,0,1,374.4,44262
5169.558551,56334,65,35,72,0,3,421.563772,86980
4082.704584,23206,107,31,60,0,1,513.6,69355
2959.950094,28140,85,23,5,0,1,612.0,12486
16468.22079,0,63,4,52,0,2,685.12694,86870
12779.06199,0,88,16,8,0,2,633.6,12362
12168.74492,14973,115,2,75,0,2,828.0,58299
6240.664762,0,87,31,9,0,9,712.40122,37039
5442.744248,25884,69,18,36,3,9,292.274846,25639
3551.792574,11607,96,19,38,0,1,313.351134,35644
24138.05975,53691,67,13,48,0,2,175.97506,69871
15415.04407,89464,194,17,40,1,3,1067.291208,43146
5517.199137,60596,71,20,78,4,3,180.340069,47424
13448.80973,43720,117,5,90,1,2,561.6,80668
6689.022728,56980,84,33,70,0,7,599.000883,80614
7222.850848,0,68,5,36,0,2,350.207614,44693
4311.416903,0,67,0,71,1,3,482.4,61059
4376.363592,63774,111,18,63,0,1,60.036683,81243
10506.93706,61650,88,8,2,0,2,117.470445,19934
8667.090494,31354,109,11,23,0,9,527.759702,77711
5938.511892,44190,74,17,40,0,3,10.68564,92059
15277.47796,38183,191,21,14,0,8,981.010879,19625
2551.226692,79751,63,15,67,0,1,392.235698,95033
4191.06163,0,64,3,53,1,7,535.953661,30775
8161.1704,12266,114,25,36,1,3,732.050007,51999
2784.969185,61807,70,0,96,0,1,104.209216,96298
10083.48688,11828,90,18,84,0,2,571.479602,59377
19363.52743,49945,70,21,65,0,2,50.40447,99581
7154.094304,28204,182,30,84,0,1,532.089467,63066
8779.090552,54726,219,30,69,0,1,1051.2,92504
2731.39917,43386,68,13,79,0,1,315.353519,72437
7429.079194,0,101,6,43,0,9,549.692452,49670
2616.613903,72302,66,6,27,0,1,316.8,38409
8044.872393,71391,67,29,39,0,2,284.000172,89873
2534.306443,21606,71,21,22,3,1,340.8,41658
10014.02955,74489,124,11,36,0,3,128.535182,35113
4745.181764,50549,61,2,73,0,7,292.8,81102
14040.96476,0,195,9,33,1,5,669.037562,42781
14635.45158,0,139,5,56,0,2,667.2,40283
3885.456401,0,105,3,92,0,1,504.0,76145
5107.163002,35625,65,10,56,1,3,288.572108,45392
9384.654502,25370,116,21,64,0,3,556.8,78502
5007.672425,51523,62,31,0,0,3,297.6,60207
49423.79557,85058,137,34,82,0,2,595.369784,50492
8558.927723,0,125,10,43,0,9,615.562164,21306
4892.628631,27005,61,10,72,0,7,311.84034,29024
5365.93282,62808,66,33,37,0,4,211.515893,23146
5163.838813,88692,64,29,26,0,5,253.193647,48471
38055.20953,0,115,21,78,0,2,552.0,47397
7403.447336,19064,98,23,35,1,7,136.248799,69971
6051.637445,0,88,16,80,0,6,633.6,54859
7229.329257,60345,93,22,10,0,5,36.105928,27579
3300.607083,59592,84,8,49,0,1,161.231812,87452
5505.167392,15648,73,29,68,1,5,413.269261,35350
4334.064096,23904,123,1,67,3,1,590.4,40521
4349.104278,90893,110,33,0,0,1,700.004018,71469
4882.073243,0,66,18,66,0,6,475.2,26813
10114.98621,74001,84,16,0,0,2,224.265232,37653
5259.709581,28447,67,20,99,0,3,321.6,40254
4013.945512,56586,100,33,86,0,1,121.928014,76107
6285.019179,0,172,5,33,0,1,825.6,28728
4518.782768,19186,62,10,34,0,5,297.6,29524
17738.2012,65348,110,35,58,0,2,134.120531,21922
6265.343299,0,84,18,25,1,4,481.025786,56476
12168.64405,0,109,28,96,0,2,30.989755,62909
3618.432755,0,99,0,71,0,1,475.2,57950
6474.826466,0,91,21,23,0,3,436.8,97108
5575.198201,18892,73,33,76,0,5,106.814987,57545
32144.64957,19066,103,5,61,0,2,494.4,97107
8223.164916,95102,101,6,73,0,8,94.338814,26937
7462.926263,70263,93,30,66,0,5,7.345946,99406
9031.214859,0,122,15,47,0,9,650.52179,86185
7028.940001,18120,63,34,90,4,2,302.4,82935
7406.882612,38169,62,18,82,0,2,71.678412,47383
7582.113842,64801,64,23,19,0,2,268.471802,27997
10719.08467,86036,90,8,20,3,2,501.26513,32720
3721.390713,0,101,16,59,0,1,862.49778,90607
3528.044252,31278,92,24,95,4,1,441.6,95949
17085.41462,20053,62,2,24,1,2,9.832575,25850
11955.39598,71587,99,1,74,0,2,133.103003,60569
6366.225775,44368,80,5,72,0,3,384.0,27516
4669.22664,76157,116,15,80,0,1,556.8,21338
9100.731403,59183,113,11,91,0,5,542.4,83893
14663.19646,91015,73,31,30,1,2,119.062347,66346
7529.863445,52774,66,16,26,4,2,78.452298,53995
2647.519741,37876,69,13,15,0,1,300.056383,90177
8072.245595,57938,101,6,36,0,3,282.458203,11025
7644.684144,26526,99,0,86,0,3,523.701824,62385
2485.109896,76608,62,2,2,0,1,91.229768,68893
13144.49101,0,194,23,34,0,7,931.2,31975
3129.110699,48056,78,15,92,0,1,374.4,31359
8349.523082,45428,109,2,46,1,3,487.273964,19996
3241.588659,89196,81,17,52,0,1,41.182611,32452
6925.182046,88893,86,5,63,0,9,72.86746,79386
5098.854489,0,97,20,9,4,7,609.046345,15095
2885.407442,92722,72,34,45,1,1,28.126402,99893
5979.724161,57693,76,16,56,0,3,547.2,48189
5416.413581,53249,67,32,10,0,3,343.340361,13316
2345.129694,26304,63,22,93,0,1,302.4,82005
12556.95366,0,70,34,10,0,2,504.0,44708
2839.298304,71460,74,11,77,5,1,93.951709,65328
5595.389905,74454,71,25,29,0,3,340.8,56476
3979.718986,96413,99,3,78,0,1,560.045764,66157
10925.82157,98542,90,1,93,0,2,432.0,26999
5669.974517,43416,70,7,99,0,5,336.0,81548
5168.152276,81182,64,3,45,0,8,307.2,34902
2760.476712,79065,69,13,24,0,1,290.886242,75100
10382.50368,11721,102,2,56,2,2,560.91624,98529
3816.408655,82414,95,10,85,0,1,30.423443,10372
11172.49931,14533,63,4,20,0,2,302.4,54666
2456.816127,0,73,15,59,0,1,525.6,48094
7480.713618,52513,65,0,76,3,2,91.244938,61723
2659.70565,0,87,4,4,3,1,420.041981,83498
4626.801093,79487,114,20,87,0,1,547.2,81619
12157.32992,57449,103,6,28,0,2,494.4,84823
4792.509792,20181,66,8,66,2,3,316.8,78163
2821.352024,73339,71,0,61,0,1,244.401453,34314
17441.6378,80969,217,1,80,0,3,1041.6,74723
4202.663699,74057,105,12,75,1,1,632.244063,27768
7851.349465,32225,66,23,90,0,2,316.8,91420
8932.317753,60909,112,8,94,0,5,412.106287,45054
5059.987477,70999,63,5,70,0,3,305.603239,53758
11196.01927,75457,93,0,79,0,2,151.572213,57656
4430.572112,24059,112,31,17,0,1,537.6,22119
10330.43794,56480,87,13,62,0,2,384.695536,22093
9918.69966,37586,63,29,90,0,2,153.489143,35034
5876.373894,97026,73,30,66,0,3,97.417808,30904
2734.439188,54010,69,5,89,0,1,331.2,15321
3694.14876,87485,92,12,57,0,1,441.6,71137
9521.676094,74583,118,31,20,0,4,161.210468,35064
4377.532789,0,64,25,25,0,8,460.8,26369
6431.736287,21238,95,11,38,4,4,456.0,69905
6722.701247,0,93,8,48,0,8,669.6,84895
2397.036098,22283,65,16,93,0,1,572.072106,38043
2393.813375,58237,63,34,22,3,1,273.691831,46083
2359.423599,19864,63,22,96,0,1,352.394515,57207
4080.81891,57283,106,9,85,1,1,337.95778,80529
26999.68099,0,104,33,19,0,2,622.88852,99954
10914.20446,71656,137,3,88,0,8,61.915326,36353
3445.86241,0,94,33,95,0,1,590.626396,24763
6625.28717,41460,83,1,54,0,4,398.4,27017
20067.40315,85165,101,8,81,0,2,384.31404,46887
3871.778009,0,111,10,75,0,1,799.2,32356
4171.300175,36723,106,13,18,1,1,580.091966,81131
6689.022728,56980,84,33,70,0,7,599.000883,79814
9009.219409,32260,113,8,99,0,4,601.124657,79964
